Review,Rank
응 ㅋㅋㅋ 몰라 ㅋㅋ ㄴㅋㅋ ,1
"내생에 반미 반일 작품은 많이 봤지맛 반미, 반일, 좌음의 3박자 영화는 처음이다 ",1
말 같지도 않은 임시완 설정 ,1
시간낭비 돈낭비 말고 집에서 치킨이나 시켜먹으세요~~~ ,1
정치색이 매우 강한 영화 보는 내내 보기 거북하고 역겨울 정도로 정치색이 강함 전형적인 반일+반미 내용이 가득함이딴 영화가 칸에 초청되었다는게 놀라울따름 ,1
OOO기영화 한국 특유 즙짜는 감성 좋아하면 보셈 ,1
이건 아니다. 정말 이건 아니다. 아무리 한국 영화를 좋아하고 좋아하는 배우가 나와도... 정말 신파 중에 극에 달하는 신파는 이제 그만했으면 좋겠다. 정말 뛰쳐나가고 싶었지만 배우 연기 감상한다 생각하고 참았다. ,1
"역시 한큑영화는 OCN으로. 그리고, 프리퀄로 땅콩선언도 만들라! ",1
억지 신파극 정말 너무 지겨워요 ㅠ 초반까지는 좋았는데 참 아쉽네요 이렇게 배우진 짱짱한데 이걸 이렇게까지 못 살리다니 정말 역량 부족 아닌가 싶습니다. ,1
외계+인 같은게 가르치려고 들기까지 하네? ,1
ㅋㅋ 일본 자위대랑 탑건 찍는 거에서 그냥 상영관 탈출했어야 했는데 시~발 ㅋㅋ 도대체가 감염되자마자 눈알터지고 각혈하고 장기파열되는 인공 생화학테러에 주인공 일행만 멀쩡하냐? 이병헌이랑 딸내미는 각혈 한 번 안하고...,1
7광구이후로 도망가고싶었던 최악의 영화 ,1
억지 신파에 억지 메세지 넣으려다 실패한 졸작 중에 졸작 ,1
비상!!!!비~~~상!!!! 비상!!!! ,2
임시완과 함께 같이 추락한 영화 ,4
아니 배우들의 아깝노 ㅋ 아니 배우들은 다 1000만 많이 찍은 분들 유명한분들 많이 나왔는대 차라리 이영화 찍을려면 연기못하시는분 찾으시오 ,4
임시완 연기 잘 하던데 전도연은 비중도 적고 연기도 별로였음 영어도 어색하고 그냥 신파 범벅 노잼 ,1
안봤습니다. 안볼겁니다. 개추 부탁드립니다. ,1
1시간부터 계속 시간만 봄 언제 끝나는가 싶어서지루했음4dx로 봐서 그나마 보는 재미라도 있었던거 같음 ,1
엄복동 이후 돈이 아까운생각이 들었던 영화 배우 연기력 빼곤 볼게 없고 제 뇌 속에서 비상선언 생각이들어서 영화관 탈출하고싶었습니다. ,1
최악 중의 악 중의 악스토리 진짜 진부하고 보는내내 헛웃음 나옴.억지신파 눈물 한 방울 안나옴.러닝타임 1시간반으로해서 깔끔하게 끝내지는진짜 초반50분 말고 그 후엔 나가고싶어 죽는줄 ,1
공중판 해운대 또는 판도라 ,1
미국일본 못된나라 만들어 놓고 후반부 소재 부족하니까 질질끈다. ,1
중반까진 영상미도 훌륭하고 대작 탄생 예감이라고 너무 좋아했는데 왜 그 뒤부턴...후반부부턴 졸면서 쓰셨나요? 처참 그자체 그리고 배우들 연기 볼려고 하면 지나가고 집중하려고 하면 지나가고 그래서 연기가 어땠는지 기...,5
mayday 그 자체임 영화도 스토리도 ,1
이것도 영화냐 한재림 넌 앞으로 조연출만 해.... ,2
연출 자체가 너무 지루함. 뿌옇게 일부로 연출한것 같은데 별로임. 초반에 대사 잘 들리지도 않고 진짜... 질질 끌어서 영화가 진행됨. 배우가 아까움... ,2
출연진만 엉청 나지 스토리가 너무 억텐이에요 1점 주기도 아깝고 무슨 메세지를 줄려는건지는 이해는 가지만 너무 망가졌어요직설적으로 말하자면 중국산 부산행 비행기버전 같아요 ,1
"이런 캐스팅라인업에, 이런 소재에, 이런 러닝타임에 고작 이런 수준의 영화라니 대실망..지루하고 진짜 억지감동임. ",1
억지로 감동을 주입한 재난영화..어줍잖게 시민의식을 보여주는척 하지만 감동 제로 좋은 배우들로 잘 버무리지 못한게 아쉬움.. ,1
영화 중간에 극장에서 나오면 가장 제대로본거 ,1
빨리 바짝붙어 어어 너무빨라 이거만 잼있음억지영화 최악 연기만좋음스토리 최악 ,2
베가본드 드라마 정주행 하는게 나음... ,2
한산 보러가세요.... ,2
이거 볼 바에 차라리 논스톱을 한번 더 보겠어요4d로 봤는데 돈 아깝습니다…그리고 영화시간도 너무 길고요 ,1
ㅋㅋ 처음으로 평가쌈 어휴 ,1
보는 와중에 내가 비상선언 하고싶더라… ,1
개연성 중동가고개노잼돈 아꼈으면.. ,1
반일 반미 없으면 영화 못만듬?재미라도 잇음 모를까 중후반부턴 하품 나와서 디질뻔 ,1
예고편만 보고 한산 용의출현을 뛰어넘는 영화라고 봤던 내 자신을 꾸짖고 싶다 내가 본 재난영화중 가장 재미없었다 최근 재난영화중 싱크홀과 터널을 굳이 비교하자면 싱크홀이 더 재밌다~~ 내용에 비해 너무 런닝타임이 길...,1
"영화 이런식으로 만들꺼면 만들지 마세요 진짜 수준급 CG업체, 수준급 배우, K콘텐츠에 투자되는 여유로운 자금 가져다가 나온 결과물이 쉰내나는 연출, 구시대 감성, 관객들을 가르치려는 회사부장같은 사상이나 메세지.....",1
임시완이 가장 매력적이였다 그거말고 기억에 남는게 없다 ,4
,2
호불호가 많이 있을거 같다. ,5
시작은 임시완 마지막은 김남길 ,5
중반까지 걸작예감… 후반부는 망작…너무너무너무 아쉽다. 진짜 초반부가 좋아서 더 아쉬워 ,1
영화 감기. 연가시. 부산행을 짬뽕 시켜놓은듯한 뻔한 스토리. 긴장감 제로..배우들이 아까움. ,2
재미없어서 영화 보다가 30분 남기고 나오긴 처음 ,4
임시완 나올때까지만 그나마 볼만하고 그 이후는…재미없음 ,2
중후반 혼자 봤으면 나왔을텐데 참고  앉아있느라 힘들었어요   다 좋아하던  배우들인데 배역이 이상해 다 싫어지는 느낌   ..보다 짜증이 남 ,2
각본이랑 대사 개연성 다 이해가 안가는부분이 많아요. 결말은 진짜 믿었던 사람한테 사기당한 기분... 너무 허무합니다. 왜 비행기 탄 사람들은 다 살려놓고 제일 중요한 영화를 죽입니까ㅠ 전반부와 영상미는 훌륭한데.....,5
상영내내 가로줄...영상 잘못된줄...아웃포커스 넘 많이 되서 집중이 안됨 영상미 제로 ,2
말이필요없어요... ,1
반미반일환장의 조합.억지감동 ,2
"신파, 반미반일, 전체주의 끝판왕...비현실적인 장면은 덤.... ",1
한국식 재난영화에는 항상 용두사미식 전개와 신파가 붙어있어야 하나? ,4
한산 4dx 돌려내라.. ,4
지루하다... 억지로 내용을 끌고가고 좋은배우들 연기력이 아깝다.. ,2
결말이 너무 좋아요 허허~~ ,1
재미없음 바이러스좀 그만 나왔으면 좋겠다 제발 ,1
진짜 역시는 역시 신파  ㅋㅋㅋ소문난 잔치에 먹을거없다  과학이내 이쯤이면 ㅋㅋㅋ ,2
이걸보고 외계인을보면 외계인이 오락영화로써 엄청 재밌어짐 ㅋㅋ비상선언은 엄청난재료들로 음식물쓰레기를 만들어버린 느낌..어줍잖게 관객에서 사회적 일침을 가하는 기분드러운영화 ㅋㅋ ,2
영화보면서 이런 평점 다는게 처음입니다 영화가 너무 정신이 없고 내용도 이상하고 남는게 신파밖에 없습니다 ,1
초반에는 흥미진진하더니 갈수록 개판… ,5
공익광고를 이병헌 송강호 임시완이 멱살잡고 영화로 만든 거 같습니다. 배우가 너무나 아깝습니다. 시위대 보고 충격받았습니다. 반대 시위랑 찬성 시위의 플랜카드 디자인이 찬성 반대 글자 빼고 똑같습니다. 뉴스 퀄리티도...,4
오랜 연기자들의 단점 뻔한 연기라는 것 너도알고 나도알고 거시기도 아는 연기임 못한다는 말이 아니라 비슷한 감정에 익숙한 연기라 새롭지 않코 그사람이 그사람 특히 이병헌 전도연은 톤 표정 100% 내가 아는 것이라 ...,1
영화 터널의 반의 반도 못함... ,1
내 이랄줄 알았다 주연급이 5명이나 나오니 영화가 산으로 가지 ㅋㅋㅋㅋ 빨리 한산 4dx나 다시 살려내라 ,1
알바 왜 이렇게 많나요 ㄷㄷ 억지 신파에 노잼입니다. 실망스러워요 ,2
1시간까진 너무 재밌습니다 ,2
착륙불허에 경고 사격까지 ㅋㅋ반미/반일 쩔구요. 상하이로 착륙하지? 한방에 격추되게...좌비씨라 불리는 MBC도 영화에 좌악 깔아 두셨구요. 그냥 좌빨용 신파극임. ,4
2% 부족한 느낌 충분히 예상이 가는 스토리 ,4
극한 상황 + 쥐어짜내기식 익숙한 전개공식의 전형적 재난영화 ,5
진짜 기대 많이 했는데 아쉽... 저 배우들 데려놓고 아쉬움 ,2
전형적인 신파+프로파간다 영화 딱 그정도밖에 안됨 ,2
중간부턴 나가고 싶었네요 ㅎㅎ 여러분 보지마여 ,2
외계인보다 잼없음 진짜 ,2
연기 빼면 시체가 이럭 때 쓰는 말이군요. ,5
제발 다음 전개는 이렇게만 하지마라 그러면 전개가 그렇게되는 영화 ,2
너무 신파라 별루...초호화캐스팅이 마이너스로 작용한듯... ,2
에구.배우섭외비가 많이 들어갔나봐요 ,2
양산형 재난영화 그이상도 그이하도 아닌..극중 배우들 감정이 고조될수록 내 표정은 썩어가는... ,5
별로입니다...후진연출에 진부한 짜즙기...발전이없냐한국영화는 ,2
배우들 라인업 보고 기대했는데 영... ,2
초반만 재밌고 너무 지루했어요..계속 시계만 봤네요.엔딩마저 지루함 ,2
할말하않 .. 진짜 괜히 봤다 ,1
전반까지는 아주 재밌고(와 우리나라 영화가 스케일이 이 정도까지 만드는구나) 후반에는 아... 이야기를 이 정도로 밖에 못 끌고가나... 해서 전반의 감동이 식어버립니다... 촌스런 메시지가 너무 직접적이예요. 그래...,4
영화사에서 비상선언하였다고 합니다 ,1
"영화 ""감기"" 보다  못한   시나리오! 연출력모두  10년전으로  후퇴한  느낌입니다  중간에  나오고싶을정도로... 호화  캐스팅이 아깝네요  실망~~~(비행기안 씬) 은  진일로한것은  높이평가^...",4
지금 비행기(영화 평)가 추락하고 있습니다.이미 늦은 것 같습니다.안전벨트 단단히 매세요..폭망하여 상처가 남을 수 있습니다. ,1
최고급 재료로 이런 메뉴가!? ,2
한재림이 예전부터 괴이한 윤리관(우아한 세계.연애의 목적)을 우격다짐으로 들이밀고 잡다한 스토리를 대충 컷해서 내놓는 것(더 킹.관상)은 알았지만 이번에는 그 단점들이 한꺼번에 곪아터졌다.임시완의 야비한 연기외엔 장...,2
비싼 유기농 채소들로 비빔밥 해먹음 ,3
10점준사람들 검찰조사들어가자... ,2
자연송이로 바섯불고기를 만들었다~  좋은 배우들 데리고 무슨짓을 한거냐?? ,2
".,ryisbskdodn ",1
공감이 1도 안되는 신파는 ㅅㅍ임 ,1
이런 배우진을 모아놓고 아직도 억지 즙짜기 식 류의 신파영화를 찍는다는게 신기할 따름 장면장면마다 어디서 본거같고 식상 감독이 날리는 메세지 전달 방식도 일차원적이고 식상함 대사도 유치하고 울어달라고 부탁하는 느낌이...,4
초반에는 괜찮다가 나중에 폭망.관객들 울리려고 한시간정도를 질질 ,1
이병헌 송강호 김남길 전도연 임시완등 최고의 재료를 가지고 뭔짓을 한거냐..개연성도 떨어지고..오로지 반미 반일 보수 나쁜놈 만들기가 끝.. ,2
소문듣고 왔습니다. 외계+인 1부와 똑같은 희대의 DJR망작이라고 하던데...역시나였네요..이동진 같은 평론가들의 영화평을 보고 가세요..유튜버거지들 블로그거지들 글 보지 마시구요...이거 볼 시간에 탑건 매버릭 한...,2
이제 이 정도 수준을 가지고 재미도 감동도 줄 수 없다. 감독의 의도가 뻔하다 못해 다음 수까지 억지로 읽힌다. 정말이지 배우가 아까운 영화. ,1
다신 영화안본다 ㅅㅍ ㅅㅍㅅㅍ ,2
정말너무 재미없습니다 ,1
브로커도 피하고 외계인도 피했습니다. 이걸 못피했습니다. ,1
스토리 개연성이 부족. ,2
볼까말까 망설였다~ 한국에서 항공 재난 영화 연출이 가능할까 싶어서~ 역시나 였다. 비행기 화장실에서 분무기로 두번 찍찍 테러 끝..ㅎㅎ 뭔가 더 있겠지 싶을때 억지 신파로 방향 전환되어 마무리~ 쟁쟁한 배우들 데리...,3
"이병헌, 송강호, 임시완의 연기로도 커버가 안 되는 부실한 스토리ㅠㅠ 초중반까지는 그래도 긴장감 있게 나름 잘 만들었던 것 같은데 중후반부터 억지 갈등 요소들에 신파까지 버무려져서 너무 지루했다. 공중판/글로벌향 부...",2
"문제가 진짜 매우 많은 영화.  1. 1절, 2절, 3절, 4절, 뇌절까지 간 정말 대단한 영화. 3절 부터는 집가고싶어짐2. 진짜 좋은 배우 대려다놓고, 임시완 연기빼고는 볼게 없음(이건 주관적임)3. 신파가 매우...",2
진짜 아쉽다 완벽했으면 ,1
평점에 임시완까지가 왜인지알겠다.그 이후부턴 억지개연성 억지신파 이런 각본으로 초호화배우캐스팅으로 땜질 ,4
기대 많이 했는데 정말 중후반부가 제가 만들어도 이거 보단 잘 만들것 같아요 초반부 사람은 몇시간도 못 가서 죽더니 중후반부에 감염 된 사람들은 대다수는 오히려 전보다 더 건강 해진 것 같아 보였어요! 진짜 임시완 ...,3
"괴물,부산행,판도라 또 머드라.., ",6
임시완이 끌고 이병헌이 마무리근데 중간에 억지 감동이 너무 심했음임시완이 죽고 나서 좀 지루했음“내리지 맙시다” 이럴때 이게 뭐지 싶었음 .. ,4
원래 2점인데. 사무장 언니 때메 4점 줌!사무장 언니 빼고 다 어색! 정신 좀 차리자! ,4
잘참았는데 핸드폰으로 영상보내는건 못참겠더라..억지도 이런 억지는 만들지좀 말자 ,2
흐아아ㅏㅏ으ㅡㅡ파ㅏ아 ,1
길다길어오 너무나도깁니다 ,1
반미 반일 아니면 할게없냐 ,1
비행기 재난 영화 정말 좋아해서 아이맥스로 영화 볼 생각에 설렘 가득 안고 영화관 갔다가 감동과 여운은 커녕 기분만 나빠져서 나왔어요.도대체 이런 영화는 왜 만드는 거에요? 이름값 하는 배우들 연기도 식상하네요. 오...,1
진짜 작품이 비상이네. ,1
시간 돈 모두 날아갑니다 ,2
사운드빼고 다 별로냉정하게 배우아깝다 ,1
지겨워죽는줄 후반갈수록 언제끝나나 햇음 ,2
싫어하는 사람한테 추천할만한 영화 ,1
개연성부족. 공감안되는 신파. 억지스런 반미반일 ㅡ 후반으로 갈수록 오그라들고 재미가없다는 생각뿐 ,1
비상선언 예매율 조작https://m.cafe.naver.com/ca-fe/web/cafes/futurefight/articles/2908358?art=ZXh0ZXJuYWwtc2VydmljZS1uYXZlci1zZWF...,1
개연성은 이세계로 두고 불편함은 최대로 넣어두면 비상선언이 완성됩니다. ,1
휴…. 이걸? 이렇게? ,1
난생처음 적당히 하라고 소리치고 싶었던 영화 ,1
또 시뻘건 영화 탄생이네! 이런! ,1
외계인과 견줄만한 노잼... 신파극 두통으로 게보린 찾게됨 ,1
끝나고 이게뭐지만 남은 영화 ,1
한국영화두탑건같은 영화가 나오길기대하며 ㅠㅠ ,1
"훠훠,   이 용화룰  느무 줴밋궤  봤숩뉘돠,   클레멘타인에  버굼과눈  묭좍위네요 ... ",1
좌파일색 반일 반미  왜 영화가지고 장난을 치나? ,1
연출 엉망.. 억지감동.. 백신 어쩌구 할때부터 졸았음 ,1
초반에 몰입 확 되는데 확실히 신파 나오고 나서 지루함 이게 칸 간 게 쪽팔릴 정도로 억지감동 눈살 찌푸려 짐 연기는 잘함 ,3
돈아까워 눈물 나옴. 스토리가 산으로 감 ,1
탑건:매버릭 4DX는 언제 돌려줄건가요? ,1
후반 1시간은 쳐냈어야 지루했음 ,4
이건 좀 아니지 않나? 화가 납니다 ,2
후반부 신파는 정말...억지+지루 ,1
비상선언을 영화관에서 보던중 제가먼저 비상선언을 왜치고 영화관을 뛰쳐나왔습니다. ,5
제발 나같은 피해자가 없도록 처음으로 감상평 남겨봅니다. 답없습니다 ,2
진짜 개같이 재미없네. 프랑스 드라마 패러디한듯 ,1
재미없음 굳이 본다면 말리진 않음ㅋ ,1
게쓰레기 그 자체 ㅋㅋㅋㅋ 보다가 실소만 터져나온다 ,1
이 영화를보고 원숭이두창에 걸렸습니다 ,1
자국 영화팬들에 대한 비상선언! ,1
부산행 영화의 비행기편같은 느낌인데 거기서 조금 긴박함을 조금 덜어낸 뭐 그런…. ,1
,1
안보려구요안보려구요안보려구요안보려구요안보려구요 ,1
한산도 지루하고 기대했던 비상선언도ㅠㅠ헌트는 제발 나를 실망시키지않기를... ,1
영화 보는 내내 감동도 없고 재미도 없고 언제 끝나나 했어요 마지막 착륙때 음악은 진짜 최악입니다 ,1
눈물 흘려라 흘려라 세뇌당하는 영화. 헛웃음만 나오는 신파극.  임시완 연기가 아까워 별 두개라도 줌 ,4
개연성이 넘 떨어짐..후반부 신파는 울어야 하나.. 눈물이 안나는데 ,4
뭐랄까. 정말 비상이다 엄청난 배우들을 모아놓고 이정도라니. 개연성없고 비현실적인 시나리오에 신파라니 ...ㅠ ,2
재미 드럽게 없어요 딱 임시완 죽기전까지만 흥미진진하고 그 뒤로는… 그냥 탑건이나 한산보는게 훨씬 낫습니다. 영화비가 아까움. ,1
"연가시 + 감기 + 판도라 + 세월호 + 반일 + 반미 + 감성자극 + 송광호 어정쩡한 연기 + 대한민국 국민성 비하 + 대한민국 국민성 찬향  = 걍 노잼스토리 개판에 반전에 반정을 즙을 짜고, 과학기술과 상식을 ...",1
,1
초반부만 재미있음질질 끌고 답답하고 오글거리는 전개로 갈줄은… ,1
기대하고 갔다가 짜증만 가득. 후반부는 정말 인내심 없으면 보기힘든 억지 ,1
10년전부터 각본을 짜고 촬영했는데 고증도 지 맘대로고 도대체 자문도 구했다는데 왜 이 모양인디 모르겠음 그냥 탑건이나 보고 말지 출연한 배우분들이 아깝다 ,2
돈아껴라 ...ㅋㅋㅎㅎ ,2
감독은 우리 수준을 뭘로 보는 것인가...욕이 목 끝까지 차오릅니다!!! ,2
"믿고보는 배우들만 나와서 너무나 기대했던영화인데, 기승까지는 좋았으나, 전결에서 무너졌고, 한국특유의 클리셰가 너무많이 보였다, 앞이 예상되는영화..? 그리고 신파에 신파에 신파에 또 신파까지, 마지막엔 한숨까지 나...",1
유명 배우들이 진짜 재능 낭비했네 ,1
"왜 정치적 영화라고하는지 알겠네..나쁜미국,일본 일본은 좀 심하게 묘사함..그리고 mbc,ytn ㅋㅋㅋ 마지막 억지 눈물신파연출..최악이다.ㄹㅇㅋㅋ ",4
배우만 보고 영화예매했다가 완전 낚임.. 통신사 혜택으로 1명 값만 냈는데도 돈과 시간 아까움 ㅠㅠ 초반 이후부터는 말도 안되는 개연성이 계속 겹쳐지면서 볼수록 짜증만 났음 ,1
"감성포인트 찝을게 없는데 선택 강요하니...ㅉㅉ어쩔수없이 ost눌렀다...진심 밥값, 영화비, 찻값, 빙수값 아까움!!!!시나리오, 연출...무슨 신파가 그리기냐 것도 넘 대놓고 신파...짜증이 물밀듯 !!!아니 신...",1
고구마 오백개 먹은것 같은 답답한 전개. 러닝타임은 길고 지루한데 억지 눈물 뽑으려는 구간까지 총체적 난국. 글고 가장 미스는 제목이 비상선언이라는 것임. 진짜 비상선언 어쩌라고 느낌. 초반 30분 정도는 그래도 나...,2
와 언제끝나는지기다린영화는 진짜 오랜만이었어요 ,1
뻔한 스토리 뻔한 감동 엉터리 개연성 ..더이상 안쓸랍니다 ,1
이런걸 영화라고 만들어뇠냐? 반일 반미 국뽕 정신병 걸릴거 같은 영화 ㅋㅋ 좌파들은 이제 예술적 감각도 사라지네 빨리 그냥 세상에서 소멸 했으면 좋겠다 ,1
,1
개 쓰레기 영화.. 최근 5년 내 내가 본 망작 중에 최고 망작.. 이거에 비하면 외계인은 재미있는 명작이라는 생각이 다 든다..감독새끼는 기본적 과학 상식도 없이 영화라고 만드냐? 신파같지도 않은 신파도 한심하고....,1
비행기에서 내리고싶은 만큼극장에서 나가고 싶었습니다. ,1
아 억지신파.. 제일싫음;;; 하나도 안슬프고 지루그냥 지극한 한국영화 그자체ㅜ ,2
"ㄹㅇ 댓글 알바가 아니라 찐으로 시간이 너무x100 아까운 영화였어요.. 처음 몇명만 피토하며 죽더니 이병헌, 김남길은 주인공 버프라도 받은 듯이 살아있는 모습,,ㅋㅎ 임시완 연기때까지만 해도 대작일 거라고 생각했는...",1
왜 0점은 못주는겁니까? ,1
정말 별로다..후반부는 진심 신파와 억지의 연속.. ,2
"이번 여름영화대전에서 탑건과 헤어질 결심, 헌트 이 세개만 본분이 승자일듯ㅋㅋㅋㅋ ",1
요즘 영화 성공하는게 있긴한거냐 ,2
잊을만하면 나오는 반일선동....연기력은 좋았다 ,2
제발제발제발 신파는 이제 그만... ,1
"웬만하면 영화 재미없다고 안 하는데 이건 좀 심하네요...보다가 극장을 비상탈출할뻔 했어요. 무엇보다 개연성이 너무 떨어지고, 영화의 전개가 억지스러워요. 예를 들어, 영화에 따르면 바이러스가 아주 강력한데(다른 승...",1
이딴걸 2점 이샹 주는 애들은 알바지? ,1
여름 기대작들 하나같이....왜 이러냐?  관비도 오른 마당에.... ,4
진짜 ㅈㄴ 재밌다 님들도 꼭 보셈^^ ,1
이딴게 영화냐 ㅋㅋㅋ 진짜 어이없네 내 돈 16000원 내놔라 ,2
90년대에는 천만끌었을듯... ,2
영화에 비상선언을 선포합니다 ,3
뭐 점수를 줄게 없네. 설정이며 스토리며 소재며여객기가 뒤집히는건 처음보고 전투기도 아닌데 ㅋㅋ하와이를 갔다가 기름보충도 안하고 다시 인천공항까지 되돌아온다고?그리고 바이러스 걸려서 몇분만에 죽는 사람은 뭐고 주인공...,1
진짜 임시완 연기빼고 이게 영화인가 싶다 ,1
와. 진짜 재미없네요임시완 나올때까지만 괜찮고 그 뒤는 끄는 느낌이라.. 지루하네요. 기대했는데 엄청 실망했어용 ,1
소문난 잔치에 먹을게 없다 ,2
처음에 임시완연기에 감탄햇지만 이후는 개연성도없고 억지신파에 오그라들었다 ,1
중간부분부터 재미가 없고 끝부분은 히지부지도 아니고 이것도 저것도 아닌것 같아영화값이 아까웠음 ,2
이병헌이라는 세계적인 배우가 이영화를 선택했다는것이 조금은 의아해진다.이병헌의 배우인생에 오점을 남긴것같다. ,1
보기 전 평점 7점.친구가 평점 믿을거 못됨이라 함.보고나서  평점 7점도 아깝다.딱 임시완 죽을때까지만 볼만함.가장 큰 갈등인 빌런이???사라지고나서 갈등을 너무 작위적으로 만들고 공감 1도 안되는 신파에 희생정신...,2
나만 당할수 없지!!! 외계인은 피했는데 요건 못 피했네 ㅠ.ㅠ ,1
"우르르쾅쾅, 소음뿐이었던 올해의 망작 ",2
임시완배우 연기 잘하네요.그 외엔 명성 대비 아쉬운 부분이 많아요.신파도 공감 가능하면 악평으로 까지는  이어지지 않을 텐데인물의 생각에 공감할 수 없어서 들뜬 느낌이더라구요.각본이 참 ㅠㅠ ,5
진짜 이 배우들로 이런 영화를 만들다니..중반부 이후 부터는 그냥 어이없어서 웃음만 나옵니다.이거 너무 하는거 아닙니까아수라가 아수라장 된 이후 비상선언이 진짜 비상이네요…… ,1
작위적 신파 반미반일  어줍잖은 사회비판  편향적정치색 이병헌막판연설 억지감동  괴로워 죽는줄 ,2
개노잼. 보고나니 머리가 아프다. 화면을 너무 흔들리게 해서 머리아프고 간혹 어이없는 장면이 헛웃음을 치게 만듦. 내가 사이코패스가 되는 줄 알았다. 저 좋은 배우들로 이런 영화를 만들다니. 막판에 ㅅㄱㅎ보고 너무 ...,1
진짜 최악최악 절때 비추 진짜 최악 ,1
흐름이 뚝뚝 끊기는게 몰입이 너무 안됨억지로 울라고 연출한 장면에서 웃음이 터져버림전개는 기 승 전 승 기 승 승 승 하다가 결론은 흐지부지감독이 누군진 몰라도 이 영화는 정말 폭망이다 ,1
'할 말을 잃게 만드는 영화' ,1
잘차려 놓은 배우 밥상에 지긋지긋한 신파극과 정치메세지 똥물 한바가지 찌끄리기 ,1
한마디로 표현하자면 30년 인생 최악의 영화 앞으로 이 감독의 영화는 거른다고 마음먹게 된 영화 ,1
좋은재료를 가루로 다 죠사놓은 영화 ,1
재림이 동훈이 나란히 손 잡고 한강으로 ,1
정말 재미없다 설마하고 봤더니 역시나… 한국식 신파 진짜 별로 ,2
초반부까진 괜찮았음 그런데 중후반 지나가니 언제끝나나 다들 시계만 보더라 우리나라는 신파 안넣으면 스토리를 못짜나 후반에 지루해 죽는줄 ,4
처음으로 평점적는데 몇년동안본영화중 최악 ,1
2점도 많이 쳐준거다 이런배우들 가지고 이렇게 연출을 하나? ,1
"태어나지 말았어야 할 사람은 없고 죽어도 싼 사람도 없지만, 만들어지지 말았어야 할 영화는 있고 망해야 되는 영화도 있다. ",1
배우들 캐스팅이나 연기는 좋았는데진짜 재난영화의 고질적인 문제가 너무 심함.. 신파 투성이에... 상황은 풀릴만 하면 너무 극단적인 상황으로 치닫아서 어느순간부터 질리고... 사건이 터진 이유부터 영화 속 빌런의 매...,2
긴장감과 가족사랑을 동시에 주려고 하다 보니 감독이 욕심이 많았던 것 같습니다. 보고 나니 피곤합니다. 명배우 답게 연기는 최고입니다. ,4
진짜 꿀잼이었음 초반까진.. ,5
좋은배우들..하지만 후반으로 갈수록 많이 아쉽네요 ,5
묵직한 한방은 없고 신파만 싸질러 흩뿌려진 느낌최상의 재료로 잡탕을 끓인 느낌Ost는 인정 ,3
조선영화는 평점알바가없으면 별점을 못올리나?ㅋㅋㅋ ,2
영화를 보고나니 그져 허탈합니다보통의 상식이 허락되지 않는 억지가종영후 나오면서 내내 마음 속 찝찝함으로 남습니다 ,2
"클레멘타인이랑 성냥팔이소녀의 재림을 피했는데, 이걸 못피했네.... ",1
"신파에 또 신파에 .. 우연에 또 우연이 ... 마지막은 늘 자기희생 ... 끝없이 울고 ""아빠'를 부르고 .. 부산행으로 가는 기차가 한국행 비행기로 바뀌었을 뿐 .. ",2
초반은 괜찮았으나 중후반 갈수록 K-조선식 억지 감성에 견디기 힘듬내로라 하는 배우들 모아놓고 이렇게밖에 못만들었나위기가 발생하면 생기는 이기적인 조센징 마인드와 편가르기는 잘 표현한듯 싶다 ,4
망작 선언………….. ,2
신파 신파 신파 신파 신파 ,2
연기 빼고 볼거 없는 신파극 좌파 영화 평점 알바가 있긴 하구나.. 수고들 많다..얼마받니? ,1
관람객을 개조스로 보고 만든 영화 ,6
초중반까지만 괜찮고 그 이후는 영화가 아쉽다 초호화 캐스팅인데... ,6
저 시나리오로 캐스팅을 어찌 한건지 대단합니다 초반부는 그나마 봐줄만한데 중반부 넘어가면서는 이걸 내가 왜 보고있는건지 자괴감 들었어요ㅠㅠ ,1
그냥 다른거보세요 제발요.. ,1
2시간동안 모든 장면의 카메라 앵글을 미친듯이 흔들어대서 너무 어지러웠음급박한 느낌을 주려고 한 것 같은데 모든 장면에 흔들리는 앵글을 쓰니 엄청 어지럽고 영화에 집중하기 어렵게 만듬유튜브 앵긁도 이것보단 나을듯 ,1
승객들이 착륙하지 말고 자살하겠다는 내용은 누가 생각해낸건지....참....다른의미로 대단하네요.. ,1
배우들… ,6
숭고함을 다른 방식으로 표현할순 없나요 ,6
후반부에 신파라던지 전개가 약한건 사실이지만이 정도로 욕 먹을만한건지는 모르겠네요초중반까지는 아주 좋았고 전체적으로 따져도 괜찮게 봤습니다 ,9
이병헌보다 내가 더 잘생김 ,1
신파적요소가너무강하고 지루함 ,6
배우 라인업은 좋았으나 스토리가 산넘어 산이네요 그래도 뭐 .. 굿 ,5
흐아아아아ㅏ아아암 노잼 ,2
배우들의 연기력으로 그나마 멱살끌고 가는 영화...중반부터 언제끝나지? 생각나게 만든 영화는 오랜만이었어요. ,2
처음임 짬뽕 쥐어짜내고 배우가아깝다 ,2
영화 머선일이야....;; 연기 잘하는 임시완은 트레이서 시즌3 찍어라 이런 졸작에 아깝다. 그리고 탑건이나 다시 특별관에 걸어줘 이것들아 ,2
영화적 허용이란 미명하에 이뤄진 연출자의 기만 ,2
영화 이렇게는 만들지 말자 ,2
초반 20분만보고 퇴장바람 ,2
,4
