Review,Rank
그저 배우들 보는 맛뿐.... ,6
다소 산만하고 유치한 전개. 아이템전이 되어 버린 전투. ,5
다필요없고 고르연기는 쩔음 ,8
이게 뭔지 .. 다음 희생양은 블랙팬서인가? ,1
"배우들 보는 재미로 보면 참을수 있음, 영구와 땡칠이를 만들던 당시의 심형래 감독에게 이만큼의 돈을 들였으면 그도 이만큼의 영화는 만들수 있었을 것이란 느낌이 강하게 든다. 더 재밌게 만들수 있었을지도 ",3
3을 기대했다면 조금 실망스러울 수 있지만 대체적으로 3의 유쾌함을 이어가며 편하고 재밌게 보기 좋음 마블 세계관이랑 연계되는 것도 적어서 그런 피로도도 덜하 해 단독으로 보기 좋음. 또 보고 나면 기분 좋고 해맑은...,8
영화의 톤이 들쑥날쑥해서 감동을 받아야 하는 장면에서도 무덤덤 ,4
pc충 때문에 디즈니는 망할거다 ,1
토르 라그라로크 내놔 ,5
넘 과해요...웃기긴 한데 그게 다인 ㅠㅠ퇴장로에서 씁쓸했습니다 ,6
개그남발도 문제지만 장면장면 임펙트가 너무 부족하다 여기서 큰거 오겠지 기대되는 장면에서 흐물텅한 액션으로 대충 마무리 지어지고 넘어가버려 당황스럽기만 하고 그상태에서 또 재미없는 개그를 남발해대니 이제는 어이없는 ...,4
