Review,Rank
"노래 알고 가면 재미는 한층 배가 됩니다.비록 같은 세대는 아니지만, 충분히 재미있으며, 로미오와 줄리엣, 물랑루즈 만 든 감독이니, 평타는 칩니다. ",10
일단 보세요.. 연출 연기 음악 다 짱입니다 ,10
앨비스 프레슬리를 완벽하게 보여준 영화. ,10
"화려한 연출과 영상미, 노래들은 정말 최고였습니다!! 다만 노래가 짧게 짧게 나와서 아쉬웠어요... ",8
기대 안 하고 봤는데 정말 재미있었습니다. ,10
화려한 연출과 대비되는 앨비스의 삶이 인상적이었다 ,8
"엘비스의 인생을 엿 본 영화, 무대는 덤 ",7
너무 즐거웠던 시간 영화관 사운드로 노래를 들으니 진짜 공연온 거 같이 심장이 두근거렸음. 집에서는 즐길 수 없어서 아쉬운 정도 에어팟으로라도 즐겨봐야겠음.. 화면 기교가 과하다는 리뷰에 동감합니다. ,10
흑인음악에 사로잡힌 팝의 황제 비비킹 친구 엘비스 ,10
엘비스 프레슬리.. 노래 다 틀고 갔다... ,10
화려함 속에 갇혀있던 엘비스 프레슬리를 보게 된다. 두 배우의 호연은 덤. ,10
,10
"보헤미안 랩소디보다 훨씬 감동적입니다!11살,16살,20살 세 자녀와 와이프와 저 이렇게 봤는데, 다들 뿅 갔어요!온가족이 함께 볼수있는 영화!탑건보다 더 좋았어요! ",10
"엘비스 연기, 음악 모든게 감동! 근래 음악뮤비 중 쵝오~ 엘비스>스타 이즈 본>보헤미안 랩소디 ",10
감동입니다. 마지막에 열심히 부르는 모습 보기 좋앗습니다. ,10
엘비스를 잘 몰라도 충분히 즐길 수 있는 음악과 연기. ,8
앨비스 시대에 살지 못해 격한 감정이 차오르다 넘치지 못해 아쉽고 앨비스를 잘 알지못해도 앨비스를 연기한 오스틴 버틀러가 얼마나 빙의수준으로 연기를 하고 있는지 느껴졌습니다 진심으로 존경합니다. ,10
화려하고 다채로운 전기영화 ,7
현실고증을 정말 잘했고 연출과 연기도 훌륭함 다만 상영시간 후반부는 편집을 더 해서 줄였다면 관람객의 피로도가 덜했을듯 전반적으로 잘만든 영화 ,10
"엘비스를 흠모했던 옛날 생각에  보는내내 감동이었다. 재밌고, 안타깝고 슬프다. 오스틴 버틀러는 완벽했다. ",10
엘비는 영원하다. 오스틴이 다했다.마지막에 영화 아비정전 과 사랑과영혼이 기억 나더라. ,8
진짜 너무재밋고 너무슬펏어요 ㅠ ,10
"노래가 좋은 아름다운 영화 감동까지,, ",8
1. 보헤미안 랩소디랑은 살짝 다릅니다.2. 스피커 좋은 영화관에서 들어야합니다.3. 영상미가 의외로 좋습니다. 4. 60년대로 시간여행한 기분이네요 ,8
"이렇게 영화를 통해서 전설의 가수 엘비스를 만날수있어서 좋았고, 엘비스가 살아돌아온듯한 주인공의 미친 연기력과 음악들이 정말 좋았습니다. ",10
엘비스가 이런 인물이었다니!! 넘넘 감동적이고 시간순삭 재밌었다 ,10
오스틴 버틀러 연기가 미쳤다 ,10
"그저 알고만 있었던 아티스트를 들여다 볼 수 있었던. 너무 많은 걸 담기엔 부족한, 하지만 강렬한. ",7
역시 엘비스 ,8
재밌어요. ,10
역시 바즈 루어만! 이라는 생각이 들게하는 빠르고 화려한 화면 + 흥겨운 음악 + 젊은 엘비스를 CG로 살려낸게 아닌가 싶을 정도의 오스틴 버틀러와 역시나 무게있는 연기를 보여준 톰 행크스의 연기까지. MX관에서 돌...,9
오스틴 버틀러 당신 신들렸습니다 제발 봐주세요 상영관 늘리게 ,10
음악에 대한 사회적 압박에는 저항에 성공하며 한 시대의 아이콘이 되었지만 대인관계에 있어서는 실패하여 너무나도 불행했던 천재 뮤지션의 안타까운 일대기. 엘비스의 명성만큼이나 배우들의 연기와 미장센이 빛났다. ,6
"엘비스, 가련한 삶을 사셨군요.. 보해미안 랩소디의 프레디 머큐리의 삶도 그러했듯 인간은 세상적인 것들로는 채워지지 않는 동물. ",7
상영 극장이 너무 없어서 아쉽습니다. ,10
바즈 루어만의 현란한 카메라 워크. 2022년으로 엘비스를 소환해 낸 오스틴 버틀러의 신들린 연기. ,7
엘비스라는 사람에 대해 거의 몰랐는데 이 영화를 보고 엄청나게 매력적인 사람이란 걸 알아서 열심히 유투브 여행하고 있어요. 내용상 가스라이팅이 심하긴 하지만(이것때문에 영화 보기 힘든 분들도 많을것 같아요) 오스틴 ...,10
바즈 루어만 팬이라 평이 객관적이지 못하지만 바즈 루어만스럽고 너무 좋았음 오스틴 버틀러 진짜 엘비스같았다! 엘비스에 대해서 더 알아보고 싶어짐 상영관 너무 없어서 아쉽ㅠㅠ 한 번 더 보고싶은데ㅠㅠ ,9
2시간 반이 한시간처럼 지나갔다 ,8
솔직히 연기는 잘함. 음악도 좋음. 화자를 잘못고름 ,7
"엘비스역의 오스틴 버틀러에게 반하고 옴. 영혼을 갈아 엘비스 역을 소화한 듯. 톰 행크스의 악역은 보면서도 믿기지 않고,  엘비스 부인역은 실제와 너무 닮아서 눈 크게 뜨고 봄. 마지막에 엘비스 프레슬리 생전 모습 ...",10
겁나 엘비스 프레슬리 팬 됨 ,9
뮤지션 전기 영화는 물론 그 어떤 전기 영화도 이 작품에 비할 수는 없다 할 정도로 완성도가 높다. 영화에 참여한 모든 사람들에게 경의를 표한다. ,10
엘비스 배우의 열정의 연기톰행크스의 연기 가 뛰어나고연출밎 ost 엥상미 등 보는 시간이 짧을정도이다 ,10
개인적으로 이전 퀸영화 보다 더 멋지고 몰입감이 있는듯해요!! 음악 연출 영상미.. 꼭 사운드 빵빵한 극장에서 보는걸 추천합니다 ,10
처음  한번보고 다시 감상평  적습니다  오늘 2회차 보고 왔어요~1회차  볼때는 엘비스 좋아하는 팬이라서 어건 봐야지  하는 맘으로 관람했고  그후 엘비스 유튜브 영상이랑  감독 주연배우 영화 배경등등 돌려보면서 ...,10
